"method","status","timestamp","error"
"unadj","done","2026-05-17 17:07:40.64302",""
"lm","done","2026-05-17 17:08:08.093646",""
"lm_interact","done","2026-05-17 17:08:38.65053",""
"rf","done","2026-05-17 17:09:14.783584",""
"bart","done","2026-05-17 17:12:14.615731",""
"xgboost","done","2026-05-17 17:13:58.495957",""
"super","done","2026-05-17 17:27:58.760545",""
"correct_model","done","2026-05-17 17:28:26.761789",""
