"Estimator","mean_estimate","mean_bias","mc_sd_estimate","mc_var_estimate","mc_se_estimate","sd_estimate","var_estimate","mean_bootstrap_se","sd_bootstrap_se","mean_bootstrap_bias","coverage_95","coverage_95_mc_mean","coverage_95_bc","reject_h0_effect_prob","reject_h0_null_prob","mean_ci_lower","mean_ci_upper","mean_bc_ci_lower","mean_bc_ci_upper","mean_bootstrap_time_sec","mean_replicate_time_sec"
"lm_interact",50.4144030744215,0.414403074421487,3.32918633569051,11.0834816577484,0.148885739127348,3.32918633569051,11.0834816577484,3.23782694359933,0.206648612591653,0.012706747226092,0.95,0.946,0.938,0.05,1,44.0683788767934,56.7604272720496,44.0556721295673,56.7477205248235,2.05126397371292,2.06060120201111
