"Estimator","mean_estimate","mean_bias","mc_sd_estimate","mc_var_estimate","mc_se_estimate","sd_estimate","var_estimate","mean_bootstrap_se","sd_bootstrap_se","mean_bootstrap_bias","coverage_95","coverage_95_mc_mean","coverage_95_bc","reject_h0_effect_prob","reject_h0_null_prob","mean_ci_lower","mean_ci_upper","mean_bc_ci_lower","mean_bc_ci_upper","mean_bootstrap_time_sec","mean_replicate_time_sec"
"rf",45.5811931696597,-4.4188068303403,3.65711534289689,13.3744926312519,0.163551170165498,3.65711534289689,13.3744926312519,3.67286570703066,0.251469226523569,-0.754803665337153,0.756,0.952,0.792,0.244,1,38.3825086638274,52.779877675492,39.1373123291645,53.5346813408292,108.45157595253,108.94784484148
