"replicate","estimate","bias","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","replicate_time_sec","covered_mc_mean_95","Estimator"
69,48.4162852390457,-1.58371476095431,3.30413791322957,-0.259224783130819,48.6755100221765,41.9402939291624,54.892276548929,42.1995187122932,55.1515013320598,1,1,0,1,1.50040507316589,1.50915384292603,1,"lm"
70,50.6125543075696,0.612554307569575,3.27301859668771,-0.231568107660756,50.8441224152303,44.1975557373318,57.0275528778073,44.4291238449926,57.2591209854681,1,1,0,1,1.53886985778809,1.54423308372498,1,"lm"
71,48.5212649754794,-1.47873502452062,3.0735857027,-0.586128080390466,49.1073930558698,42.4971476947901,54.5453822561686,43.0832757751806,55.1315103365591,1,1,0,1,1.40668702125549,1.41178107261658,1,"lm"
72,48.0123240907709,-1.98767590922913,3.11885749993656,-0.100459321546488,48.1127834123174,41.8994757179826,54.1251724635592,41.9999350395291,54.2256317851056,1,1,0,1,1.40558505058289,1.41074800491333,1,"lm"
73,49.5934753489071,-0.406524651092852,3.14122621655495,-0.277641842922279,49.8711171918294,43.4367850971664,55.7501656006479,43.7144269400887,56.0278074435701,1,1,0,1,1.39371395111084,1.39891505241394,1,"lm"
74,44.9555879698038,-5.04441203019623,3.0249154984798,0.335877784719479,44.6197101850843,39.0268625365063,50.8843134031012,38.6909847517868,50.5484356183817,1,1,0,1,1.39401793479919,1.39919304847717,1,"lm"
75,54.9064525462525,4.90645254625251,3.28849077113738,0.190025694432464,54.71642685182,48.4611290713309,61.3517760211741,48.2711033768984,61.1617503267417,1,1,0,1,1.45537614822388,1.46178007125854,1,"lm"
76,49.5880831785513,-0.411916821448713,2.78744608064841,0.442384887447155,49.1456982911041,44.1247892516331,55.0513771054695,43.6824043641859,54.6089922180223,1,1,0,1,1.43976712226868,1.44504594802856,1,"lm"
77,53.8146571705966,3.81465717059662,3.29526513761662,0.343311995496926,53.4713451750997,47.3560561813576,60.2732581598356,47.0127441858607,59.9299461643387,1,1,0,1,1.41734099388123,1.42254590988159,1,"lm"
78,52.762885198112,2.76288519811202,3.42331630684442,0.129100819311326,52.6337843788007,46.0533085290083,59.4724618672157,45.924207709697,59.3433610479044,1,1,0,1,1.40981101989746,1.41506695747375,1,"lm"
79,53.1999718300171,3.19997183001708,3.31196492988725,-0.00822010360710124,53.2081919336242,46.7086398493784,59.6913038106558,46.7168599529855,59.6995239142629,1,1,0,1,1.53217101097107,1.53738498687744,1,"lm"
80,52.0820954299959,2.08209542999593,3.13399702660875,-0.258676999359025,52.340772429355,45.9395741301872,58.2246167298047,46.1982511295462,58.4832937291637,1,1,0,1,1.40001893043518,1.40525698661804,1,"lm"
81,48.4784721603289,-1.52152783967113,3.14324863481814,0.23239528735396,48.2460768729749,42.3178180416306,54.6391262790271,42.0854227542767,54.4067309916732,1,1,0,1,1.40424203872681,1.40940999984741,1,"lm"
82,52.4182631265038,2.41826312650381,2.88885804439291,0.276989086695259,52.1412740398086,46.7562054030449,58.0803208499627,46.4792163163496,57.8033317632675,1,1,0,1,1.38837289810181,1.39358687400818,1,"lm"
83,47.3636821018893,-2.63631789811073,3.29486147045361,-0.359205052810012,47.7228871546993,40.9058722857515,53.821491918027,41.2650773385615,54.180696970837,1,1,0,1,1.39398908615112,1.39919114112854,1,"lm"
84,52.4832797368247,2.48327973682473,2.92713958271598,0.433496787183749,52.049782949641,46.7461915769798,58.2203678966696,46.3126947897961,57.7868711094859,1,1,0,1,1.40326309204102,1.40857696533203,1,"lm"
85,54.4002193863745,4.40021938637454,3.27840477388398,-0.206108351284662,54.6063277376592,47.9746641028178,60.8257746699313,48.1807724541024,61.031883021216,1,1,0,1,1.39226603507996,1.39748191833496,1,"lm"
86,43.4535645555756,-6.54643544442439,2.97128850938504,-0.0106998027858651,43.4642643583615,37.6299460895032,49.277183021648,37.6406458922891,49.2878828244339,0,0,1,1,1.41227507591248,1.41761493682861,0,"lm"
