"method","status","timestamp","error"
"unadj","done","2026-05-15 12:34:23.729898",NA
"lm","done","2026-05-15 12:36:02.478371",NA
"lm_interact","done","2026-05-15 12:37:39.438118",NA
"rf","done","2026-05-17 05:08:32.074979",NA
"bart","done","2026-05-17 20:34:42.65379",""
"super","done","2026-05-18 19:09:33.569081",""
"xgboost","error","2026-05-18 19:26:56.98695","task 335 failed - ""no lines available in input"""
"xgboost","done","2026-05-18 23:19:24.609588",""
"correct_model","done","2026-05-18 23:22:48.081424",""
