"replicate","Estimator","estimate","bias","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","replicate_time_sec"
41,"rf",50.2325157752987,0.23251577529868,3.58352659998585,-2.21452547643301,52.4470412517317,43.2089327016851,57.2560988489122,45.4234581781182,59.4706243253452,1,1,0,1,98.3318269252777,98.7079930305481
42,"rf",47.0184407242089,-2.98155927579106,3.9504778965471,-2.42463348431136,49.4430742085203,39.2756463252551,54.7612351231628,41.7002798095664,57.1858686074742,1,1,0,1,104.404697179794,104.861566066742
43,"rf",50.6730848662578,0.673084866257824,3.45908860363759,-0.0645991744417955,50.7376840406996,43.8933957837952,57.4527739487204,43.957994958237,57.5173731231622,1,1,0,1,97.7742531299591,98.1505560874939
44,"rf",46.4403867824049,-3.55961321759509,3.88066994351615,0.22645179083392,46.213934991571,38.8344134572262,54.0463601075837,38.6079616663922,53.8199083167497,1,1,0,1,98.9225800037384,99.4498310089111
45,"rf",45.4099323837365,-4.5900676162635,3.63216353900188,-0.435170357128122,45.8451027408646,38.2910226613333,52.5288421061397,38.7261930184614,52.9640124632678,1,1,0,1,100.941647052765,101.41708612442
46,"rf",42.4423033512127,-7.55769664878735,3.492807284915,0.931295272837247,41.5110080783754,35.5965268678401,49.2880798345852,34.6652315950029,48.3567845617479,0,0,1,1,97.3566160202026,97.8388731479645
47,"rf",40.1224409260536,-9.87755907394639,3.67445805909796,-0.00600854936229211,40.1284494754159,32.9206354675187,47.3242463845886,32.926644016881,47.3302549339509,0,0,1,1,94.6462941169739,95.288566827774
48,"rf",40.9204087750795,-9.07959122492047,4.16546672970089,2.35204703219351,38.568361742886,32.756244006066,49.0845735440931,30.4041969738724,46.7325265118996,0,0,1,1,100.952079057693,101.465493917465
49,"rf",53.1438518624024,3.14385186240235,3.62559011487202,-2.17244258772664,55.316294450129,46.0378258145487,60.249877910256,48.2102684022754,62.4223204979826,1,1,0,1,102.467961072922,102.914174079895
5,"rf",45.3606727597655,-4.63932724023451,3.67925009133332,-0.535901565018477,45.896574324784,38.1494750906365,52.5718704288945,38.685376655655,53.107771993913,1,1,0,1,103.35724401474,103.905149936676
50,"rf",48.776473415312,-1.22352658468804,3.54202765014697,0.10941675039907,48.6670566649129,41.8342267887789,55.718720041845,41.7248100383798,55.609303291446,1,1,0,1,96.4496691226959,96.8738958835602
51,"rf",44.1694320930614,-5.8305679069386,3.77966882812983,-0.360974425759373,44.5304065188208,36.7614173164382,51.5774468696846,37.1223917421976,51.9384212954439,1,1,0,1,95.6469368934631,96.0653929710388
52,"rf",46.3740432346008,-3.62595676539922,3.37107528432579,-1.49818193632971,47.8722251709305,39.7668570881491,52.9812293810524,41.2650390244788,54.4794113173822,1,1,0,1,96.3043279647827,96.750335931778
53,"rf",41.8288456711481,-8.17115432885188,4.13795790961163,0.451215832151718,41.3776298389964,33.7185971987667,49.9390941435296,33.267381366615,49.4878783113778,0,0,1,1,101.10654592514,101.584228992462
54,"rf",41.4536720311128,-8.54632796888725,3.78791685783002,-1.52166613770311,42.9753381688159,34.0294914133338,48.8778526488917,35.5511575510369,50.3995187865948,0,1,1,1,95.1023180484772,95.622209072113
55,"rf",41.2714059970631,-8.72859400293694,3.73372069207079,-0.825762826132184,42.0971688231952,33.9534479122724,48.5893640818538,34.7792107384045,49.415126907986,0,0,1,1,95.8779270648956,96.2964429855347
56,"rf",40.7610473833388,-9.23895261666122,3.32580505249985,-0.395105298581164,41.15615268192,34.2425892608377,47.2795055058398,34.6376945594189,47.674610804421,0,0,1,1,101.328209161758,101.730044841766
57,"rf",50.9891869812239,0.989186981223881,3.84966027634457,-0.307098478626614,51.2962854598505,43.443991486874,58.5343824755738,43.7510899655006,58.8414809542004,1,1,0,1,98.3574891090393,98.9523730278015
58,"rf",45.8185079627419,-4.1814920372581,3.32801852975826,0.605014890459636,45.2134930722823,39.2957115045338,52.34130442095,38.6906966140741,51.7362895304904,1,1,0,1,98.2505130767822,98.7231872081757
59,"rf",47.4067981584523,-2.5932018415477,3.69160226067914,1.19353752838157,46.2132606300707,40.1713906822745,54.64220563463,38.977853153893,53.4486681062485,1,1,0,1,97.6059720516205,98.0781869888306
6,"rf",48.8138837134879,-1.18611628651207,3.43466148715491,-2.03692561273922,50.8508093262272,42.0820708995775,55.5456965273983,44.1189965123167,57.5826221401376,1,1,0,1,98.568647146225,99.117819070816
60,"rf",45.3349719582112,-4.66502804178878,3.79167938044272,-0.104247511847277,45.4392194700585,37.9034169316203,52.7665269848021,38.0076644434676,52.8707744966494,1,1,0,1,102.590756893158,103.04736995697
61,"rf",51.2308467318588,1.2308467318588,3.57702680125983,-0.923519557967658,52.1543662898265,44.220003029655,58.2416904340626,45.1435225876227,59.1652099920302,1,1,0,1,96.8725440502167,97.320249080658
62,"rf",51.7189723528818,1.71897235288178,3.8465169810432,-2.06884168370035,53.7878140365821,44.1799376041154,59.2580071016482,46.2487792878157,61.3268487853485,1,1,0,1,99.2110779285431,99.6420080661774
63,"rf",46.8844402761766,-3.11555972382342,3.09464065655755,-0.826309874941273,47.7107501511179,40.8190560442304,52.9498245081228,41.6453659191717,53.776134383064,1,1,0,1,97.0742399692535,97.5205581188202
64,"rf",46.9421402238393,-3.05785977616071,3.67157898974957,-1.90678051140969,48.848920735249,39.7459776375362,54.1383028101424,41.6527581489459,56.0450833215521,1,1,0,1,102.244995117188,102.68265414238
