"Estimator","mean_estimate","mean_bias","mc_sd_estimate","mc_var_estimate","mc_se_estimate","sd_estimate","var_estimate","mean_bootstrap_se","sd_bootstrap_se","mean_bootstrap_bias","coverage_95","coverage_95_mc_mean","coverage_95_bc","reject_h0_effect_prob","reject_h0_null_prob","mean_ci_lower","mean_ci_upper","mean_bc_ci_lower","mean_bc_ci_upper","mean_bootstrap_time_sec","mean_replicate_time_sec","n","target_r2","achieved_r2_raw","ss","relative_efficiency"
"lm",50.4369080124289,0.436908012428924,3.25519013443858,10.5962628113462,0.145576528405827,3.25519013443858,10.5962628113462,3.20120781623707,0.205271105685305,-0.0069506276165201,0.948,0.948,0.95,0.052,1,44.1626559855762,56.7111600392817,44.1696066131927,56.7181106668982,1.4310035738945,1.43654692316055,1000,0.4,0.4,47.7643738925544,1
