"replicate","Estimator","estimate","bias","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","replicate_time_sec","covered_mc_mean_95"
1,"xgboost",40.7653238830566,-9.23467611694336,3.98629799298519,-1.55727607183837,42.322599954895,32.9523233851614,48.5783243809519,34.5095994569997,50.1356004527903,0,1,1,1,11.5215361118317,11.6674559116364,1
2,"xgboost",39.302954284668,-10.697045715332,4.01937350736585,-1.33765802157592,40.6406123062439,31.4251269698165,47.1807815995195,32.7627849913924,48.5184396210954,0,0,1,1,11.407879114151,11.5580298900604,1
3,"xgboost",45.0386383209229,-4.96136167907714,3.73530448516763,-0.520581743911748,45.5592200648346,37.7175760587034,52.3597005831423,38.2381578026151,52.8802823270541,1,1,0,1,11.6803932189941,11.8299930095673,1
4,"xgboost",44.267178642273,-5.73282135772704,3.74211307306462,0.441886710433948,43.825291931839,36.9327717929898,51.6015854915561,36.4908850825558,51.1596987811222,1,1,0,1,11.5463929176331,11.6959240436554,1
5,"xgboost",49.6643354034424,-0.335664596557613,3.556558408232,-4.3986768228302,54.0630122262726,42.6936090143946,56.6350617924902,47.0922858372248,61.0337386153204,1,1,0,1,11.7166650295258,11.8597059249878,1
6,"xgboost",49.6560095748901,-0.34399042510988,3.60299132850674,-1.49704851889799,51.1530580937881,42.5942763344068,56.7177428153735,44.0913248533048,58.2147913342715,1,1,0,1,11.5955309867859,11.7376801967621,1
7,"xgboost",43.3957830963135,-6.60421690368653,3.93881305263424,1.74031892851259,41.6554641678009,35.6758513713141,51.1157148213128,33.9355324428015,49.3753958928003,1,0,0,1,11.5363640785217,11.6840360164642,1
8,"xgboost",51.2954881362915,1.2954881362915,4.29690474096938,-0.698931540601244,51.9944196768927,42.8737095989921,59.7172666735909,43.5726411395934,60.4161982141921,1,1,0,1,11.8111689090729,11.9551410675049,1
9,"xgboost",41.8680706100464,-8.13192938995362,3.53645868172903,-0.138850176116939,42.0069207861633,34.9367389610435,48.7994022590493,35.0755891371604,48.9382524351662,0,0,1,1,11.5634000301361,11.7081351280212,1
10,"xgboost",46.5155070114136,-3.48449298858642,4.05543080740716,-1.11737415899659,47.6328811704102,38.5670086871014,54.4640053357258,39.6843828460979,55.5813794947224,1,1,0,1,11.7037589550018,11.848580121994,1
11,"xgboost",36.2019161682129,-13.7980838317871,3.78281622859346,1.43225712820436,34.7696590400085,28.7877326000361,43.6160997363897,27.3554754718317,42.1838426081853,0,0,1,1,11.4851379394531,11.6324360370636,0
12,"xgboost",46.3687843399048,-3.63121566009521,3.8518179297074,-1.51621507487489,47.8849994147797,38.8193599226726,53.9182087571369,40.3355749975475,55.4344238320118,1,1,0,1,27.4907531738281,27.5399551391602,1
13,"xgboost",44.6134907073975,-5.38650929260253,4.11487947110324,1.14777359027862,43.4657171171188,36.5484751433119,52.678506271483,35.4007015530333,51.5307326812044,1,1,0,1,29.0766780376434,29.1330890655518,1
14,"xgboost",47.8657621688843,-2.13423783111572,3.81801238494631,-0.420727293168071,48.2864894620524,40.3825954018616,55.3489289359069,40.8033226950297,55.769656229075,1,1,0,1,28.655503988266,28.695198059082,1
15,"xgboost",42.4400958328247,-7.55990416717528,3.88926175686997,-0.169109000579844,42.6092048334046,34.8172828629106,50.0629088027388,34.9863918634904,50.2320178033187,1,1,0,1,28.3598780632019,28.410383939743,1
16,"xgboost",51.8941287918091,1.8941287918091,4.18875292292656,-1.52800852291109,53.4221373147202,43.6843239227362,60.103933660882,45.2123324456472,61.6319421837931,1,1,0,1,27.439689874649,27.4932270050049,1
17,"xgboost",51.5899287567139,1.58992875671387,4.48569989110616,-4.9867188863678,56.5766476430817,42.7981185246906,60.3817389887372,47.7848374110583,65.368457875105,1,1,0,1,27.381413936615,27.4411849975586,1
18,"xgboost",44.6325862426758,-5.36741375732422,3.58577960963696,1.09361089012146,43.5389753525543,37.6045873512893,51.6605851340623,36.5109764611678,50.5669742439408,1,1,0,1,29.0112581253052,29.063542842865,1
