"method","status","timestamp","error"
"unadj","done","2026-05-17 16:04:25.465637",""
"lm","done","2026-05-17 16:04:51.671497",""
"lm_interact","done","2026-05-17 16:05:18.311605",""
"rf","done","2026-05-17 16:05:53.876521",""
"bart","done","2026-05-17 16:08:52.126663",""
"xgboost","done","2026-05-17 16:10:36.580982",""
"super","done","2026-05-17 16:24:36.571867",""
"correct_model","done","2026-05-17 16:25:03.147217",""
