"method","status","timestamp","error"
"unadj","done","2026-05-17 22:05:30.318914",""
"lm","done","2026-05-17 22:05:55.175547",""
"lm_interact","done","2026-05-17 22:06:20.793569",""
"rf","done","2026-05-17 22:07:11.183199",""
"bart","done","2026-05-17 22:12:03.232047",""
"xgboost","done","2026-05-17 22:13:50.449345",""
"super","done","2026-05-17 22:30:11.690103",""
"correct_model","done","2026-05-17 22:30:37.605669",""
