"replicate","Estimator","Procedure","ModelSpec","n_obs","estimate","bias","eif_var","eif_se","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","replicate_time_sec","covered_mc_mean_95"
1,"lm_interact","tmle","m2",636,61.1126550123418,11.1126550123418,23142.0562635307,4.81061911436882,NA,NA,NA,51.6840148048389,70.5412952198446,NA,NA,0,NA,1,1,NA,0.174504995346069,NA
2,"lm_interact","tmle","m2",604,59.6026656169687,9.60266561696866,23871.0076431665,4.88579652085169,NA,NA,NA,50.0266804003082,69.1786508336291,NA,NA,0,NA,1,1,NA,0.17335057258606,NA
3,"lm_interact","tmle","m2",635,65.5651022490416,15.5651022490416,24873.2545463492,4.98730934937358,NA,NA,NA,55.7901555445095,75.3400489535737,NA,NA,0,NA,1,1,NA,0.175357818603516,NA
4,"lm_interact","tmle","m2",610,54.3726038659752,4.37260386597515,19895.8546884106,4.46047695750248,NA,NA,NA,45.6302296753995,63.1149780565508,NA,NA,1,NA,0,1,NA,0.172220945358276,NA
5,"lm_interact","tmle","m2",612,59.5020514352022,9.50205143520216,26333.2622967714,5.13159451796139,NA,NA,NA,49.4443109967347,69.5597918736697,NA,NA,1,NA,0,1,NA,0.170876502990723,NA
6,"lm_interact","tmle","m2",627,64.3963836368788,14.3963836368788,23893.4670206833,4.88809441609747,NA,NA,NA,54.8158946282964,73.9768726454612,NA,NA,0,NA,1,1,NA,0.170979499816895,NA
7,"lm_interact","tmle","m2",628,54.5839585200838,4.5839585200838,21656.288936394,4.65363180069008,NA,NA,NA,45.463007793421,63.7049092467466,NA,NA,1,NA,0,1,NA,0.171842813491821,NA
8,"lm_interact","tmle","m2",592,62.9480063894516,12.9480063894516,35024.3049756621,5.91813357196862,NA,NA,NA,51.3486777326957,74.5473350462075,NA,NA,0,NA,1,1,NA,0.171864748001099,NA
9,"lm_interact","tmle","m2",586,68.9540387428337,18.9540387428337,30276.3387649568,5.50239391219466,NA,NA,NA,58.1695448461797,79.7385326394877,NA,NA,0,NA,1,1,NA,0.171334743499756,NA
10,"lm_interact","tmle","m2",576,61.8573901342124,11.8573901342124,27650.5591716159,5.25837989989464,NA,NA,NA,51.5511549133896,72.1636253550352,NA,NA,0,NA,1,1,NA,0.109462738037109,NA
