"replicate","Estimator","estimate","bias","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","replicate_time_sec","covered_mc_mean_95"
1,"lm_interact",52.2447014494952,2.2447014494952,2.11004570595145,-0.144523891263169,52.3892253407584,48.109087860097,56.3803150388934,48.2536117513601,56.5248389301566,1,1,0,1,2.45948696136475,2.51489186286926,1
2,"lm_interact",50.0701774323353,0.0701774323353064,2.28265889632014,-0.128715684357466,50.1988931166928,45.5962482065579,54.5441066581127,45.7249638909154,54.6728223424702,1,1,0,1,2.74812793731689,2.80146098136902,1
3,"lm_interact",50.2589680083961,0.258968008396067,2.26036624368422,-0.35779862358298,50.616766631979,45.8287315789049,54.6892044378872,46.1865302024879,55.0470030614702,1,1,0,1,2.48048877716064,2.53528904914856,1
4,"lm_interact",53.0495942685378,3.04959426853783,1.98800741683977,-0.125349291708069,53.1749435602459,49.1531713305334,56.9460172065423,49.2785206222415,57.0713664982503,1,1,0,1,2.80454015731812,2.86721801757812,1
5,"lm_interact",50.9006677133996,0.900667713399557,2.09162063326197,0.303095720645963,50.5975719927536,46.8011666028852,55.0001688239139,46.4980708822393,54.6970731032679,1,1,0,1,3.24759006500244,3.29724311828613,1
6,"lm_interact",46.8830240207567,-3.11697597924331,2.0157675793251,0.00934108772273845,46.873682933034,42.932192164076,50.8338558774374,42.9228510763533,50.8245147897146,1,1,0,1,2.76713013648987,2.82161593437195,1
7,"lm_interact",47.2370783839692,-2.76292161603082,2.11252519359314,0.320328092099565,46.9167502918696,43.0966050880931,51.3775516798452,42.7762769959936,51.0572235877457,1,1,0,1,2.63362812995911,2.68711090087891,1
8,"lm_interact",50.2011817286568,0.201181728656771,2.1468935485457,-0.0759652088061742,50.2771469374629,45.9933476948658,54.4090157624477,46.069312903672,54.4849809712539,1,1,0,1,2.76774215698242,2.8131639957428,1
9,"lm_interact",50.3823166004444,0.38231660044444,2.20243415894764,0.0349096889451346,50.3474069114993,46.0656249705863,54.6990082303026,46.0307152816412,54.6640985413575,1,1,0,1,2.45094299316406,2.50513505935669,1
10,"lm_interact",51.7170342781325,1.71703427813249,2.21829778490539,-0.266392158353234,51.9834264364857,47.3692505127329,56.064818043532,47.6356426710862,56.3312102018853,1,1,0,1,3.10159420967102,3.16078186035156,1
11,"lm_interact",49.5123995829537,-0.487600417046266,1.99620278588784,-0.539539781686734,50.0519393646405,45.599914016775,53.4248851491324,46.1394537984618,53.9644249308192,1,1,0,1,2.62220215797424,2.66988897323608,1
12,"lm_interact",47.8698906656277,-2.13010933437234,2.14453688561966,0.619831233041552,47.2500594325861,43.6666756062954,52.0731057249599,43.0468443732539,51.4532744919183,1,1,0,1,2.46238899230957,2.46966099739075,1
13,"lm_interact",49.6822490324667,-0.31775096753325,2.28466781365525,-0.0663535583872985,49.748602590854,45.2043824010646,54.1601156638689,45.2707359594519,54.2264692222562,1,1,0,1,2.21384716033936,2.22086620330811,1
14,"lm_interact",48.6101222429176,-1.38987775708235,2.17219405439134,-0.355357539106258,48.9654797820239,44.3527001288786,52.8675443569567,44.7080576679848,53.222901896063,1,1,0,1,2.3412458896637,2.34869408607483,1
