"method","status","timestamp","error"
"unadj","done","2026-05-17 22:31:00.503422",""
"lm","done","2026-05-17 22:31:26.020843",""
"lm_interact","done","2026-05-17 22:31:50.833615",""
"rf","done","2026-05-17 22:32:40.955834",""
"bart","done","2026-05-17 22:37:34.037413",""
"xgboost","done","2026-05-17 22:39:21.444431",""
"super","done","2026-05-17 22:55:46.532424",""
"correct_model","done","2026-05-17 22:56:11.286108",""
