"method","status","timestamp","error"
"unadj","done","2026-05-18 20:12:41.851079",""
"lm","done","2026-05-18 20:13:08.402135",""
"lm_interact","done","2026-05-18 20:13:34.865629",""
"rf","done","2026-05-18 20:16:40.251578",""
"bart","done","2026-05-18 20:35:05.395888",""
"xgboost","done","2026-05-18 20:36:57.055024",""
"super","done","2026-05-18 21:07:46.567289",""
"correct_model","done","2026-05-18 21:08:12.888827",""
