"method","status","timestamp","error"
"unadj","done","2026-05-17 13:26:01.447406",""
"lm","done","2026-05-17 13:26:22.435352",""
"lm_interact","done","2026-05-17 13:26:42.983203",""
"rf","done","2026-05-17 13:28:01.599393",""
"bart","done","2026-05-17 13:34:06.919876",""
"xgboost","done","2026-05-17 13:36:16.536608",""
"super","done","2026-05-17 13:57:38.908303",""
"correct_model","done","2026-05-17 13:58:01.044692",""
