"method","status","timestamp","error"
"unadj","done","2026-05-17 22:56:34.294404",NA
"lm","done","2026-05-17 22:57:00.163323",NA
"lm_interact","done","2026-05-17 22:57:25.079624",NA
"rf","done","2026-05-17 22:58:15.098144",NA
"bart","done","2026-05-17 23:03:09.586666",NA
"xgboost","done","2026-05-17 23:04:57.874017",NA
"super","done","2026-05-17 23:21:23.801367",NA
"correct_model","done","2026-05-18 00:18:47.748659",""
