"method","status","timestamp","error"
"unadj","done","2026-05-18 02:24:26.339763",NA
"lm","done","2026-05-18 02:24:53.057014",NA
"lm_interact","done","2026-05-18 02:25:25.109565",NA
"rf","done","2026-05-18 02:26:01.886463",NA
"bart","done","2026-05-18 02:27:48.133062",NA
"xgboost","done","2026-05-18 02:29:32.913277",NA
"super","done","2026-05-18 02:41:57.641104",NA
"correct_model","done","2026-05-18 08:18:44.969726",""
