"method","status","timestamp","error"
"unadj","done","2026-05-17 21:40:09.750145",""
"lm","done","2026-05-17 21:40:34.541588",""
"lm_interact","done","2026-05-17 21:41:01.178432",""
"rf","done","2026-05-17 21:41:51.098264",""
"bart","done","2026-05-17 21:46:41.286845",""
"xgboost","done","2026-05-17 21:48:28.459328",""
"super","done","2026-05-17 22:04:42.375677",""
"correct_model","done","2026-05-17 22:05:07.696473",""
