"replicate","Estimator","estimate","bias","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","replicate_time_sec"
46,"rf",48.8813334838176,-1.11866651618237,3.01502962683092,-1.97262413013146,50.8539576139491,42.9719840029078,54.7906829647275,44.9446081330392,56.7633070948589,1,1,0,1,115.200271129608,115.708785057068
47,"rf",46.3864384440348,-3.6135615559652,2.9526795220964,-3.02414504880262,49.4105834928374,40.5992929228369,52.1735839652327,43.6234379716395,55.1977290140353,1,1,0,1,110.659524917603,111.330872058868
48,"rf",48.5265879087499,-1.47341209125013,3.12411724861174,-1.14486037120155,49.6714482799514,42.4034306179905,54.6497451995092,43.548290989192,55.7946055707108,1,1,0,1,106.737426996231,107.135608196259
49,"rf",56.9937157248347,6.99371572483467,3.03806721971641,-2.76569470577969,59.7594104306144,51.0392133915788,62.9482180580906,53.8049080973585,65.7139127638703,0,0,1,1,110.757404088974,111.238705158234
50,"rf",54.2194197978603,4.21941979786035,2.95310540048863,-1.73535372373006,55.9547735215904,48.4314395703519,60.0074000253688,50.166793294082,61.7427537490989,1,0,0,1,108.19336104393,108.671556949615
51,"rf",49.4269911664324,-0.573008833567584,3.16372619401003,-1.24689301161332,50.6738841780457,43.2262017692268,55.6277805636381,44.4730947808401,56.8746735752514,1,1,0,1,108.415483951569,108.964411973953
52,"rf",51.7484824064407,1.74848240644072,2.96933092099304,-2.41523481721305,54.1637172236538,45.9287007431132,57.5682640697682,48.3439355603263,59.9834988869813,1,1,0,1,108.003122091293,108.431526184082
53,"rf",48.0455755914181,-1.95442440858186,3.14921599642102,-1.51366238975703,49.5592379811752,41.8732256588955,54.2179255239407,43.3868880486526,55.7315879136978,1,1,0,1,109.023875236511,109.505033969879
54,"rf",45.7498432030736,-4.25015679692643,3.13892309899598,-1.14169716969062,46.8915403727642,39.5976669788006,51.9020194273465,40.7393641484912,53.0437165970372,1,1,0,1,114.648998975754,115.183543920517
55,"rf",46.3890129785561,-3.6109870214439,3.01508458771584,-1.86990482743624,48.2589178059923,40.4795557762913,52.2984701808209,42.3494606037275,54.1683750082572,1,1,0,1,108.845639944077,109.242785930634
