"replicate","Estimator","estimate","bias","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","replicate_time_sec"
1,"rf",45.268695797456,-4.73130420254404,2.89608158314412,-1.88182889469425,47.1505246921502,39.5924801982038,50.9449113967082,41.474309092898,52.8267402914024,1,1,0,1,104.933322906494,105.553980827332
2,"rf",42.5006347356366,-7.49936526436343,2.91212098217295,-1.71810382844774,44.2187385640843,36.7929824919542,48.208286979319,38.5110863204019,49.9263908077667,0,0,1,1,106.423413038254,107.014622926712
3,"rf",49.1393673507179,-0.860632649282067,3.00882920630835,-1.40838251510258,50.5477498658205,43.2421704707213,55.0365642307145,44.6505529858239,56.4449467458171,1,1,0,1,107.404091119766,107.984995126724
4,"rf",50.1063390255281,0.106339025528115,3.18406985688495,-2.71059236334882,52.8169313888769,43.865676781774,56.3470012692822,46.5762691451228,59.057593632631,1,1,0,1,104.452466964722,104.994113922119
5,"rf",49.0724828801095,-0.927517119890524,2.92733417672387,-0.679226241867262,49.7517091219767,43.3350133230175,54.8099524372015,44.0142395648847,55.4891786790687,1,1,0,1,105.279484033585,105.818622112274
6,"rf",53.1194695344741,3.1194695344741,2.72718514348603,-2.06110395525825,55.1805734897324,47.7742848740688,58.4646541948794,49.835388829327,60.5257581501377,1,1,0,1,103.934028863907,104.517112016678
7,"rf",49.8164580297125,-0.183541970287514,3.24075823378931,-1.53331765072895,51.3497756804414,43.4646886088838,56.1682274505412,44.9980062596128,57.7015451012701,1,1,0,1,106.698316812515,107.262325048447
8,"rf",55.7006620122284,5.70066201222838,3.26349328159899,-1.73903960813696,57.4397016203653,49.3043327165059,62.0969913079508,51.0433723246429,63.8360309160878,1,0,0,1,106.396597146988,106.973453998566
9,"rf",45.6482637772041,-4.35173622279593,2.76820982979007,-1.98486431852442,47.6331280957285,40.2226722091658,51.0738553452424,42.2075365276902,53.0587196637668,1,1,0,1,106.687699079514,107.253350019455
10,"rf",50.8126184640968,0.812618464096758,3.33120169285737,-1.38283582063572,52.1954542847325,44.2835831208575,57.3416538073361,45.6664189414932,58.7244896279718,1,1,0,1,106.240082025528,106.827490091324
11,"rf",42.1409349549457,-7.85906504505434,2.66810338810643,-0.431409321428546,42.5723442763742,36.9115484072278,47.3703215026636,37.3429577286563,47.8017308240921,0,0,1,1,103.552894115448,104.134342193604
12,"rf",50.4825991844116,0.48259918441164,2.89036307395741,-2.61466560713166,53.0972647915433,44.8175916572106,56.1476067116126,47.4322572643423,58.7622723187443,1,1,0,1,105.923612117767,106.54890704155
13,"rf",51.175604743484,1.17560474348401,3.08369047932582,-1.56422518268037,52.7398299261644,45.1316824645364,57.2195270224317,46.6959076472167,58.783752205112,1,1,0,1,111.223830938339,111.71318602562
14,"rf",51.445855004632,1.44585500463198,2.80713097037943,-1.61292746187775,53.0587824665097,45.9439794028013,56.9477306064626,47.5569068646791,58.5606580683404,1,1,0,1,111.696926832199,112.236890077591
15,"rf",46.8587144582997,-3.14128554170034,3.14652879857949,-1.4542830484464,48.3129975067461,40.6916313367658,53.0257975798335,42.1459143852122,54.4800806282799,1,1,0,1,104.257759094238,104.785296916962
16,"rf",55.587770439169,5.58777043916897,3.24920000681378,-2.0803365562595,57.6681069954285,49.2194554472467,61.9560854310913,51.2997920035062,64.0364219873508,1,0,0,1,106.192119836807,106.721924066544
17,"rf",51.6613024890795,1.66130248907947,3.12231009466245,-0.957141645490431,52.6184441345699,45.5416871549752,57.7809178231837,46.4988288004656,58.7380594686742,1,1,0,1,104.133764982224,104.632711172104
18,"rf",50.50932512864,0.509325128639958,2.8900019062035,-2.58144650515698,53.0907716337969,44.845025477229,56.1736247800509,47.426471982386,58.7550712852079,1,1,0,1,111.433952093124,111.939030885696
19,"rf",53.4702958627915,3.47029586279154,3.33901650378856,-2.3689883399767,55.8392842027682,46.9259437715811,60.014647954002,49.2949321115578,62.3836362939787,1,1,0,1,111.204683065414,111.753804922104
20,"rf",45.9145649036273,-4.08543509637267,3.08176039429077,-2.12151118574598,48.0360760893733,39.8744255218355,51.9547042854192,41.9959367075814,54.0762154711652,1,1,0,1,110.718502044678,111.222447872162
21,"rf",48.6991549182549,-1.30084508174509,2.68026926612539,-1.03500293558048,49.7341578538354,43.4459236877795,53.9523861487303,44.48092662336,54.9873890843108,1,1,0,1,111.454045057297,111.930475950241
22,"rf",47.1635894926629,-2.83641050733715,2.921560294033,-2.35662940495736,49.5202188976202,41.4374365376959,52.8897424476298,43.7940659426533,55.2463718525871,1,1,0,1,106.434818029404,106.883934020996
23,"rf",48.5944188519753,-1.4055811480247,2.88163807591229,-0.319713962972216,48.9141328149475,42.9465120067079,54.2423256972427,43.2662259696801,54.5620396602149,1,1,0,1,109.771189928055,110.188129901886
24,"rf",49.6082644339284,-0.391735566071631,3.15730118292169,-1.80292817019212,51.4111926041205,43.4200678270561,55.7964610408006,45.2229959972483,57.5993892109927,1,1,0,1,114.856468915939,115.336869955063
25,"rf",47.3655077151285,-2.63449228487148,2.99903546057351,-2.54212676600584,49.9076344811344,41.4875062240459,53.2435092062111,44.0296329900518,55.7856359722169,1,1,0,1,112.862528085709,113.439651966095
26,"rf",49.4907961021965,-0.509203897803467,2.83762373064122,-1.76871428799903,51.2595103901956,43.9291557884635,55.0524364159295,45.6978700764626,56.8211507039286,1,1,0,1,109.565593004227,110.030725002289
27,"rf",48.5275078194084,-1.47249218059161,2.6802346575382,-1.82126295815225,50.3487707775606,43.2743444205175,53.7806712182993,45.0956073786697,55.6019341764516,1,1,0,1,111.828549146652,112.274880886078
28,"rf",54.9371582159047,4.93715821590465,3.29616737911194,-0.424100691910482,55.3612589078151,48.4767888658295,61.3975275659798,48.90088955774,61.8216282578903,1,1,0,1,109.949551105499,110.422246932983
29,"rf",55.8958727292008,5.89587272920079,3.44078400761487,-1.53782387280453,57.4336966020053,49.1520599956943,62.6396854627073,50.6898838684988,64.1775093355119,1,0,0,1,112.55411696434,113.051488876343
30,"rf",46.240040116561,-3.75995988343901,2.48819649441021,-0.678638662556729,46.9186787791177,41.3632646010582,51.1168156320638,42.0419032636149,51.7954542946205,1,1,0,1,115.2017121315,115.688967943192
31,"rf",55.6696338703649,5.66963387036493,3.02515283217969,-2.69372967996924,58.3633635503342,49.7404432715634,61.5988244691665,52.4341729515326,64.2925541491357,1,0,0,1,113.491528987885,113.977113962173
32,"rf",55.0090451575523,5.00904515755228,2.92619815437783,-2.13683743179795,57.1458825893502,49.2738021633442,60.7442881517604,51.4106395951421,62.8811255835584,1,0,0,1,116.905471086502,117.446761131287
33,"rf",52.2894044368674,2.28940443686743,3.04843745034584,-2.36539802537268,54.6548024622401,46.3145768250665,58.2642320486684,48.6799748504392,60.6296300740411,1,1,0,1,110.437322854996,110.983451843262
34,"rf",49.9030433887396,-0.0969566112603744,3.2276540981212,-1.7690729515741,51.6721163403137,43.576957601869,56.2291291756103,45.3460305534431,57.9982021271844,1,1,0,1,106.553546190262,107.002403974533
35,"rf",52.9533549946029,2.9533549946029,3.03149991370145,-1.11235523893972,54.0657102335426,47.0117243446118,58.894985644594,48.1240795835515,60.0073408835338,1,1,0,1,111.759256839752,112.286131858826
36,"rf",48.7584411863908,-1.24155881360922,3.1970144384936,-1.48271162196489,50.2411528083557,42.4924080288888,55.0244743438928,43.9751196508537,56.5071859658577,1,1,0,1,110.751857995987,111.308841943741
37,"rf",55.4656752754424,5.46567527544238,3.64024293723087,-1.38728505199624,56.8529603274386,48.3309302234936,62.6004203273912,49.7182152754898,63.9877053793874,1,1,0,1,105.052476882935,105.503658056259
38,"rf",47.0881406556353,-2.91185934436473,3.18983560953646,-1.3745966993183,48.4627373549536,40.8361777443405,53.3401035669301,42.2107744436588,54.7147002662484,1,1,0,1,107.160791158676,107.641803026199
39,"rf",53.4177442050784,3.41774420507845,3.14443661438094,-2.63479071318068,56.0525349182591,47.2547616892228,59.5807267209341,49.8895524024034,62.2155174341148,1,1,0,1,104.758455991745,105.24744105339
40,"rf",49.9092688807986,-0.0907311192014078,2.52900060551379,-1.78451848226224,51.6937873630608,44.9525187771116,54.8660189844856,46.7370372593738,56.6505374667478,1,1,0,1,107.015709161758,107.42555809021
41,"rf",52.9250094304194,2.92500943041941,2.92121255254269,-0.818658055166892,53.7436674855863,47.1995380362494,58.6504808245894,48.0181960914163,59.4691388797563,1,1,0,1,110.917829990387,111.507941007614
42,"rf",48.8249370841218,-1.17506291587824,3.13950670815616,-0.906808448875353,49.7317455329971,42.6716170069138,54.9782571613297,43.5784254557891,55.8850656102051,1,1,0,1,108.111135005951,108.543546915054
43,"rf",54.9669004191635,4.96690041916354,3.01137099120029,-0.96719843872863,55.9340988578922,49.0647217323223,60.8690791060048,50.0319201710509,61.8362775447334,1,0,0,1,113.302842855453,113.839151144028
44,"rf",52.4130713411109,2.41307134111087,3.2527060241187,-2.50327809853135,54.9163494396422,46.0378846815417,58.78825800068,48.5411627800731,61.2915360992114,1,1,0,1,108.072837114334,108.573200941086
45,"rf",51.2218305882646,1.2218305882646,2.93586671719993,-2.51003975302531,53.7318703412899,45.4676375591429,56.9760236173863,47.9776773121682,59.4860633704116,1,1,0,1,107.414125919342,107.973559141159
