"n","target_r2","achieved_r2_raw","ss","setting","Estimator","Procedure","ModelSpec","mean_estimate","mean_bias","mean_n_obs","mc_sd_estimate","mc_var_estimate","mc_se_estimate","sd_estimate","var_estimate","mean_bootstrap_se","sd_bootstrap_se","mean_bootstrap_bias","mean_eif_se","mean_eif_var","coverage_95","coverage_95_mc_mean","coverage_95_bc","reject_h0_effect_prob","reject_h0_null_prob","mean_ci_lower","mean_ci_upper","mean_bc_ci_lower","mean_bc_ci_upper","mean_bootstrap_time_sec","mean_replicate_time_sec","std_bias","relative_efficiency"
500,0.8,0.800000000000005,12.087439066557,"setting_three","rf","tmle","m2",57.8446200103367,7.84462001033666,304.522,3.68127550486366,13.5517893427092,0.1646316454556,3.68127550486366,13.5517893427092,NA,NA,NA,4.54983092636294,31228.0520719428,0.524,0.964,NA,0.476,0.998,48.9271152589188,66.7621247617545,NA,NA,NA,0.25653223323822,2.13095162260266,NA
