"method","status","timestamp","error"
"unadj","done","2026-05-09 12:33:36.642313",""
"lm","done","2026-05-09 13:08:02.012543",""
"lm_interact","done","2026-05-09 13:38:37.566605",""
"rf","done","2026-05-10 10:44:16.55164",""
