"Estimator","mean_estimate","mean_bias","mc_sd_estimate","mc_var_estimate","mc_se_estimate","sd_estimate","var_estimate","mean_bootstrap_se","sd_bootstrap_se","mean_bootstrap_bias","coverage_95","coverage_95_mc_mean","coverage_95_bc","reject_h0_effect_prob","reject_h0_null_prob","mean_ci_lower","mean_ci_upper","mean_bc_ci_lower","mean_bc_ci_upper","mean_bootstrap_time_sec","mean_replicate_time_sec","n","target_r2","achieved_r2_raw","ss","relative_efficiency"
"lm",49.9325058791101,-0.0674941208899169,5.14222496762074,26.4424776176221,0.229967291663933,5.14222496762074,26.4424776176221,5.26136268293551,0.430475511308919,-0.0120493879946794,0.954,0.956,0.956,0.046,1,39.6204245109535,60.2445872472667,39.6324738989481,60.2566366352614,4.09732478380203,4.11965964078903,1000,0.2,0.200000000000002,81.3384167541044,1
