"Estimator","mean_estimate","mean_bias","mc_sd_estimate","mc_var_estimate","mc_se_estimate","sd_estimate","var_estimate","mean_bootstrap_se","sd_bootstrap_se","mean_bootstrap_bias","coverage_95","coverage_95_mc_mean","coverage_95_bc","reject_h0_effect_prob","reject_h0_null_prob","mean_ci_lower","mean_ci_upper","mean_bc_ci_lower","mean_bc_ci_upper","mean_bootstrap_time_sec","mean_replicate_time_sec"
"lm_interact",49.8906924161423,-0.109307583857668,5.14840878257806,26.5061129925269,0.230243840276029,5.14840878257806,26.5061129925269,5.26340497279889,0.429127883691061,0.0281396099043211,0.958,0.958,0.954,0.042,1,39.5746082334075,60.2067765988772,39.5464686235032,60.1786369889729,2.36834337520599,2.3792365064621
