"Estimator","mean_estimate","mean_bias","mc_sd_estimate","mc_var_estimate","mc_se_estimate","sd_estimate","var_estimate","mean_bootstrap_se","sd_bootstrap_se","mean_bootstrap_bias","coverage_95","coverage_95_mc_mean","coverage_95_bc","reject_h0_effect_prob","reject_h0_null_prob","mean_ci_lower","mean_ci_upper","mean_bc_ci_lower","mean_bc_ci_upper","mean_bootstrap_time_sec","mean_replicate_time_sec","n","target_r2","achieved_r2_raw","ss","relative_efficiency"
"rf",49.9773656065249,-0.0226343934750753,5.20720887476688,27.115024265451,0.232873460340379,5.20720887476688,27.115024265451,5.07702335586924,0.421229992937674,-2.62032324307529,0.952,0.952,0.906,0.048,1,40.0265826803525,59.9281485326973,42.6469059234278,62.5484717757726,151.244581579685,151.866293169498,1000,0.2,0.200000000000002,81.3384167541044,NA
