"method","status","timestamp","error"
"unadj","done","2026-05-17 15:32:12.169432",""
"lm","done","2026-05-17 15:32:38.801599",""
"lm_interact","done","2026-05-17 15:33:05.726383",""
"rf","done","2026-05-17 15:34:21.901114",""
"bart","done","2026-05-17 15:42:19.128076",""
"super","done","2026-05-17 16:03:33.195229",""
"correct_model","done","2026-05-17 16:04:00.463504",""
