"Estimator","mean_estimate","mean_bias","mc_sd_estimate","mc_var_estimate","mc_se_estimate","sd_estimate","var_estimate","mean_bootstrap_se","sd_bootstrap_se","mean_bootstrap_bias","coverage_95","coverage_95_mc_mean","coverage_95_bc","reject_h0_effect_prob","reject_h0_null_prob","mean_ci_lower","mean_ci_upper","mean_bc_ci_lower","mean_bc_ci_upper","mean_bootstrap_time_sec","mean_replicate_time_sec"
"lm",49.9558037895735,-0.0441962104265523,5.12898941470814,26.3065324161882,0.229375379743285,5.12898941470814,26.3065324161882,5.26352192036672,0.431673392313983,-0.0422163633010428,0.956,0.958,0.962,0.044,1,39.6394903938176,60.2721171853293,39.6817067571186,60.3143335486304,2.46794068098068,2.47944782781601
