"replicate","estimate","bias","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","replicate_time_sec","covered_mc_mean_95","Estimator"
149,51.4886174180491,1.4886174180491,4.92681035267543,0.131219696627561,51.3573977214215,41.8322465681462,61.144988267952,41.7010268715186,61.0137685713245,1,1,0,1,1.4832820892334,1.48851990699768,1,"correct_model"
150,57.24622298664,7.24622298664003,5.61502026772181,-0.721994859734117,57.9682178463742,46.2409854894428,68.2514604838372,46.962980349177,68.9734553435713,1,1,0,1,1.40466499328613,1.41105604171753,1,"correct_model"
151,50.3551695266918,0.35516952669181,5.3716259267769,-0.140541959941537,50.4957114866333,39.8269761717875,60.8833628815961,39.967518131729,61.0239048415377,1,1,0,1,1.43015098571777,1.43534016609192,1,"correct_model"
152,48.0102677066127,-1.98973229338731,5.73984532136325,0.290411989730345,47.7198557168823,36.76037759991,59.2601578133154,36.4699656101796,58.9697458235851,1,1,0,1,1.42480492591858,1.43005204200745,1,"correct_model"
153,50.2831396041422,0.283139604142193,4.96158323497159,-0.166860367309411,50.4499999714516,40.5586151573001,60.0076640509842,40.7254755246095,60.1745244182937,1,1,0,1,1.43923807144165,1.44444894790649,1,"correct_model"
154,54.8255023336745,4.82550233367451,5.40624905788228,-0.217627713781845,55.0431300474564,44.2294488887716,65.4215557785774,44.4470766025535,65.6391834923592,1,1,0,1,1.4114670753479,1.41666793823242,1,"correct_model"
155,53.0697817013579,3.06978170135791,5.67094327260791,0.172725108788512,52.8970565925694,41.9549371286767,64.1846262740391,41.7822120198882,64.0119011652506,1,1,0,1,1.6346378326416,1.64898586273193,1,"correct_model"
156,46.9261071753748,-3.07389282462523,5.20053182332583,-0.0763897119311068,47.0024968873059,36.7332521012017,57.1189622495478,36.8096418131328,57.1953519614789,1,1,0,1,1.41990399360657,1.42509198188782,1,"correct_model"
157,60.0617049348202,10.0617049348202,5.48277604879463,-0.327633073683124,60.3893380085033,49.3156613438839,70.8077485257565,49.643294417567,71.1353815994396,1,1,0,1,1.41646599769592,1.42178583145142,1,"correct_model"
158,47.097716085989,-2.90228391401105,4.41301526355465,0.13794478608348,46.9597712999055,38.4483651061963,55.7470670657816,38.3104203201128,55.6091222796981,1,1,0,1,1.4272129535675,1.43236517906189,1,"correct_model"
