"Estimator","mean_estimate","mean_bias","mc_sd_estimate","mc_var_estimate","mc_se_estimate","sd_estimate","var_estimate","mean_bootstrap_se","sd_bootstrap_se","mean_bootstrap_bias","coverage_95","coverage_95_mc_mean","coverage_95_bc","reject_h0_effect_prob","reject_h0_null_prob","mean_ci_lower","mean_ci_upper","mean_bc_ci_lower","mean_bc_ci_upper","mean_bootstrap_time_sec","mean_replicate_time_sec","n","target_r2","achieved_r2_raw","ss","relative_efficiency"
"rf",42.3501997816913,-7.6498002183087,5.77195395135833,33.315452416601,0.258129627964715,5.77195395135833,33.315452416601,6.18592694478853,0.534770469335628,-1.25782499226209,0.744,0.968,0.78,0.256,1,30.2260057589099,54.4743938044727,31.483830751172,55.7322187967348,73.74113195467,74.0572166056633,1000,0.2,0.200000000000002,81.3384167541044,NA
