"Estimator","mean_estimate","mean_bias","mc_sd_estimate","mc_var_estimate","mc_se_estimate","sd_estimate","var_estimate","mean_bootstrap_se","sd_bootstrap_se","mean_bootstrap_bias","coverage_95","coverage_95_mc_mean","coverage_95_bc","reject_h0_effect_prob","reject_h0_null_prob","mean_ci_lower","mean_ci_upper","mean_bc_ci_lower","mean_bc_ci_upper","mean_bootstrap_time_sec","mean_replicate_time_sec","n","target_r2","achieved_r2_raw","ss","relative_efficiency"
"super",48.39572536309,-1.60427463690998,5.29129792753268,27.9978337579116,0.236634037103337,5.29129792753268,27.9978337579116,5.99912914908448,0.532076810388302,-5.81722334966343,0.97,0.968,0.93,0.03,1,36.63764829228,60.1538024339,42.4548716419434,65.9710257835634,1186.18398976612,1191.19992152596,1000,0.2,0.200000000000002,81.3384167541044,NA
