"Estimator","mean_estimate","mean_bias","mc_sd_estimate","mc_var_estimate","mc_se_estimate","sd_estimate","var_estimate","mean_bootstrap_se","sd_bootstrap_se","mean_bootstrap_bias","coverage_95","coverage_95_mc_mean","coverage_95_bc","reject_h0_effect_prob","reject_h0_null_prob","mean_ci_lower","mean_ci_upper","mean_bc_ci_lower","mean_bc_ci_upper","mean_bootstrap_time_sec","mean_replicate_time_sec"
"correct_model",49.9410379586526,-0.0589620413473934,5.0642298159035,25.646423628286,0.226479242440829,5.0642298159035,25.646423628286,5.15829657963891,0.43067305682645,-0.0316067651334225,0.956,0.958,0.956,0.044,1,39.8309624409842,60.051113476321,39.8625692061176,60.0827202414544,2.06376810884476,2.0760271191597
