"Estimator","mean_estimate","mean_bias","mc_sd_estimate","mc_var_estimate","mc_se_estimate","sd_estimate","var_estimate","mean_bootstrap_se","sd_bootstrap_se","mean_bootstrap_bias","coverage_95","coverage_95_mc_mean","coverage_95_bc","reject_h0_effect_prob","reject_h0_null_prob","mean_ci_lower","mean_ci_upper","mean_bc_ci_lower","mean_bc_ci_upper","mean_bootstrap_time_sec","mean_replicate_time_sec","n","target_r2","achieved_r2_raw","ss","relative_efficiency"
"unadj",49.9632181812673,-0.036781818732689,5.49600111646949,30.2060282722338,0.24578864201681,5.49600111646949,30.2060282722338,5.63011777620747,0.466475103776773,-0.00553454535921456,0.964,0.966,0.962,0.036,1,38.9283901111819,60.9980462513527,38.9339246565412,61.0035807967119,0.0682989935874939,0.0684955163002014,1000,0.2,0.200000000000002,81.3384167541044,NA
