"method","status","timestamp","error"
"unadj","done","2026-05-17 20:43:03.74242",""
"lm","done","2026-05-17 20:43:30.808785",""
"lm_interact","done","2026-05-17 20:43:57.017149",""
"rf","done","2026-05-17 20:46:54.759666",""
"bart","done","2026-05-17 21:05:41.055661",""
"xgboost","done","2026-05-17 21:07:35.850107",""
"super","done","2026-05-17 21:39:18.848957",""
"correct_model","done","2026-05-17 21:39:45.174027",""
