"Estimator","mean_estimate","mean_bias","mc_sd_estimate","mc_var_estimate","mc_se_estimate","sd_estimate","var_estimate","mean_bootstrap_se","sd_bootstrap_se","mean_bootstrap_bias","coverage_95","coverage_95_mc_mean","coverage_95_bc","reject_h0_effect_prob","reject_h0_null_prob","mean_ci_lower","mean_ci_upper","mean_bc_ci_lower","mean_bc_ci_upper","mean_bootstrap_time_sec","mean_replicate_time_sec"
"lm",50.0325322750061,0.0325322750060523,2.18277436165482,4.7645039138976,0.0976166370440777,2.18277436165482,4.7645039138976,2.11810638393179,0.118299695338218,0.00753585267239016,0.946,0.948,0.948,0.054,1,45.8811200470754,54.1839445029367,45.873584194403,54.1764086502643,2.41341585254669,2.42424286699295
