"Estimator","mean_estimate","mean_bias","mc_sd_estimate","mc_var_estimate","mc_se_estimate","sd_estimate","var_estimate","mean_bootstrap_se","sd_bootstrap_se","mean_bootstrap_bias","coverage_95","coverage_95_mc_mean","coverage_95_bc","reject_h0_effect_prob","reject_h0_null_prob","mean_ci_lower","mean_ci_upper","mean_bc_ci_lower","mean_bc_ci_upper","mean_bootstrap_time_sec","mean_replicate_time_sec"
"unadj",49.9917295131682,-0.00827048683183977,2.94759947651345,8.68834267394234,0.131820655998537,2.94759947651345,8.68834267394234,2.93341767670666,0.176229797744564,-0.00695373403111396,0.952,0.952,0.948,0.048,1,44.2423365152099,55.7411225111264,44.2492902492411,55.7480762451575,0.154105241298676,0.154727080345154
