"Estimator","mean_estimate","mean_bias","sd_estimate","var_estimate","n","target_r2","achieved_r2_raw","ss","relative_efficiency"
"bart",50.2041108336754,0.204110833675371,13.0689352938098,170.797069713788,200,0.2,0.2,87.265358238047,1.01498953646642
"super",49.2610927618243,-0.738907238175742,13.4984062354398,182.206970896959,200,0.2,0.2,87.265358238047,0.951430330932057
"xgboost",45.0539721820441,-4.94602781795591,14.4020383843977,207.418709625664,200,0.2,0.2,87.265358238047,0.835783999097697
"correct_model",51.4411430712041,1.44114307120414,13.036375928492,169.947097348965,200,0.2,0.2,87.265358238047,1.0200658988759
"unadj",50.1580776679372,0.158077667937225,8.73623539675127,76.3218089074499,200,0.4,0.400000000000003,49.0279906733192,0.730231619622574
"lm",50.3168708361837,0.316870836183706,7.4654268552449,55.7325981310117,200,0.4,0.400000000000003,49.0279906733192,1
"lm_interact",50.3194351971282,0.319435197128218,7.48197849945389,55.9800022662903,200,0.4,0.400000000000003,49.0279906733192,0.995580490795594
"rf",39.8194950655635,-10.1805049344365,8.29190517433632,68.7556914201855,200,0.4,0.400000000000003,49.0279906733192,0.810588868787808
"bart",49.4113812175632,-0.588618782436832,7.34327225376543,53.9236473929212,200,0.4,0.400000000000003,49.0279906733192,1.03354652041449
"super",48.2528561720648,-1.74714382793516,7.83456953033978,61.3804797257285,200,0.4,0.400000000000003,49.0279906733192,0.907985704576542
"xgboost",46.176120335145,-3.823879664855,8.34095332668988,69.571502398019,200,0.4,0.400000000000003,49.0279906733192,0.801083722645016
"correct_model",50.234368738815,0.234368738814995,7.06901359568527,49.9709532159832,200,0.4,0.400000000000003,49.0279906733192,1.11529988011487
"unadj",50.2331200322821,0.233120032282132,6.56192646731485,43.0588789624472,200,0.6,0.599999999999999,30.008771668175,0.547332372171873
"lm",50.2164352206362,0.216435220636224,4.85463885016978,23.5675183655778,200,0.6,0.599999999999999,30.008771668175,1
"lm_interact",50.2227372793384,0.222737279338408,4.8790545262989,23.8051730705978,200,0.6,0.599999999999999,30.008771668175,0.990016678126422
"rf",42.2052636674719,-7.79473633252807,5.32794389583648,28.3869861571812,200,0.6,0.599999999999999,30.008771668175,0.830222632127355
"bart",49.5888112512995,-0.411188748700511,4.69378273124843,22.031596328166,200,0.6,0.599999999999999,30.008771668175,1.06971451430636
"super",48.6231948675731,-1.37680513242693,4.87405983213467,23.7564592472287,200,0.6,0.599999999999999,30.008771668175,0.992046757486684
"xgboost",47.4560544514751,-2.54394554852486,5.27814066702778,27.8587689009325,200,0.6,0.599999999999999,30.008771668175,0.845964100186385
