"Estimator","mean_estimate","mean_bias","sd_estimate","var_estimate","n","target_r2","achieved_r2_raw","ss","relative_efficiency"
"rf",50.0384647894083,0.0384647894082883,0.988086433588767,0.976314800242169,1000,0.8,0.800000000000001,11.8770717188204,1.7034772748743
"bart",50.0385096343102,0.0385096343101929,0.90997134198153,0.828047843227666,1000,0.8,0.800000000000001,11.8770717188204,2.00849514788086
"super",49.4921315623718,-0.507868437628196,0.953228912106532,0.908645358875803,1000,0.8,0.800000000000001,11.8770717188204,1.83034014215804
"xgboost",50.0160207576579,0.0160207576579006,0.929707140144764,0.864355366436156,1000,0.8,0.800000000000001,11.8770717188204,1.92412766775923
"correct_model",50.0254294132934,0.0254294132933905,0.76064781700304,0.578585101511491,1000,0.8,0.800000000000001,11.8770717188204,2.87447787886558
"unadj",49.9920449160003,-0.00795508399972997,1.75895626112965,3.09392712856721,10000,0.2,0.199999999999997,79.9620246715776,0.842494187090003
"lm",49.999193636342,-0.00080636365797555,1.61450166339275,2.60661562109794,10000,0.2,0.199999999999997,79.9620246715776,1
"lm_interact",49.9988895728811,-0.00111042711892777,1.61492258233859,2.60797494694715,10000,0.2,0.199999999999997,79.9620246715776,0.999478781093815
"rf",49.9763277165134,-0.0236722834866141,1.62008168258929,2.62466465826134,10000,0.2,0.199999999999997,79.9620246715776,0.99312329782527
"bart",49.9937301732239,-0.00626982677607656,1.59952271869392,2.55847292761799,10000,0.2,0.199999999999997,79.9620246715776,1.01881696419777
"super",49.963679072899,-0.036320927100977,1.5986286987794,2.5556137165611,10000,0.2,0.199999999999997,79.9620246715776,1.01995681280247
"xgboost",49.981845681038,-0.0181543189619949,1.6475311351257,2.71435884120858,10000,0.2,0.199999999999997,79.9620246715776,0.960306198843384
"correct_model",49.9962764119182,-0.0037235880817792,1.58079415399257,2.49891015729709,10000,0.2,0.199999999999997,79.9620246715776,1.0431009748335
"unadj",50.035278792139,0.0352787921390502,1.19202199585552,1.42091643860339,10000,0.4,0.4,47.0989340742241,0.701467812329009
"lm",50.0212641361205,0.0212641361204523,0.998362231702223,0.996727145689444,10000,0.4,0.4,47.0989340742241,1
"lm_interact",50.0219691977413,0.021969197741254,0.998358748268723,0.996720190244691,10000,0.4,0.4,47.0989340742241,1.00000697833236
"rf",50.0437248649276,0.0437248649276408,0.962741318845214,0.926870847011821,10000,0.4,0.4,47.0989340742241,1.0753678885282
"bart",50.0372707741982,0.0372707741981632,0.961258618654396,0.924018131937358,10000,0.4,0.4,47.0989340742241,1.07868786470633
"super",50.0021500844628,0.00215008446281697,0.963243732045447,0.927838487324842,10000,0.4,0.4,47.0989340742241,1.07424639019149
"xgboost",50.0338133003449,0.0338133003449293,0.978078389372129,0.956637335756779,10000,0.4,0.4,47.0989340742241,1.04190700951573
"correct_model",50.0347643640886,0.0347643640885628,0.952608778541914,0.907463484955118,10000,0.4,0.4,47.0989340742241,1.09836611854277
"unadj",50.0080288209883,0.00802882098829633,0.895827607610712,0.802507102557532,10000,0.6,0.599999999999996,28.8267951585152,0.536335853041946
"lm",50.0163304922193,0.0163304922193252,0.656058938985221,0.430413331422414,10000,0.6,0.599999999999996,28.8267951585152,1
"lm_interact",50.0160769379066,0.0160769379066241,0.656321165067402,0.430757471715431,10000,0.6,0.599999999999996,28.8267951585152,0.999201081082479
"rf",49.9970244862036,-0.0029755137963518,0.578668172358727,0.334856853700989,10000,0.6,0.599999999999996,28.8267951585152,1.28536515428994
"bart",50.0084713736597,0.0084713736597303,0.572546056396283,0.327808986694935,10000,0.6,0.599999999999996,28.8267951585152,1.31300040234396
"super",49.9649235633369,-0.0350764366630997,0.570653262118899,0.325645145566941,10000,0.6,0.599999999999996,28.8267951585152,1.32172500429286
"xgboost",50.0001432497154,0.000143249715429254,0.585977383404058,0.343369493861066,10000,0.6,0.599999999999996,28.8267951585152,1.2534990414628
"correct_model",50.002412317158,0.00241231715799945,0.559640100197921,0.313197041749539,10000,0.6,0.599999999999996,28.8267951585152,1.37425733339657
"unadj",50.0313599243947,0.0313599243947217,0.75801017517245,0.574579425664968,10000,0.8,0.8,11.7369867540522,0.283175708473367
"lm",50.0130065692972,0.0130065692972279,0.403369478192014,0.162706935936898,10000,0.8,0.8,11.7369867540522,1
"lm_interact",50.0133207549322,0.0133207549321764,0.403491239087438,0.162805180020316,10000,0.8,0.8,11.7369867540522,0.999396554314756
"rf",50.0054831046852,0.00548310468517202,0.259931052051206,0.0675641518204469,10000,0.8,0.8,11.7369867540522,2.4081843929499
"bart",50.0074078587464,0.00740785874635533,0.252747836227223,0.0638814687175433,10000,0.8,0.8,11.7369867540522,2.54701307285715
"super",49.9594604435292,-0.0405395564708264,0.248417484376811,0.061711246544103,10000,0.8,0.8,11.7369867540522,2.63658482122244
"xgboost",50.0023812213054,0.00238122130542458,0.25380773869188,0.0644183682198858,10000,0.8,0.8,11.7369867540522,2.52578481003296
"correct_model",50.0034106230392,0.00341062303920168,0.236348205748401,0.0558604743604886,10000,0.8,0.8,11.7369867540522,2.91273817130318
"unadj",51.2126678848738,1.21266788487383,13.953196939648,194.691704836603,200,0.2,0.2,87.265358238047,0.908827160102832
"lm",51.4067487070214,1.40674870702135,13.3019212598116,176.941109202229,200,0.2,0.2,87.265358238047,1
"lm_interact",51.416656872426,1.41665687242595,13.2856767875806,176.509207704058,200,0.2,0.2,87.265358238047,1.00244690633304
"rf",51.4589628939965,1.45896289399649,13.5926512110339,184.760166944822,200,0.2,0.2,87.265358238047,0.957679959528679
