"method","status","timestamp","error"
"unadj","done","2026-05-17 13:58:23.846817",NA
"lm","done","2026-05-17 14:27:53.009852",""
"lm_interact","done","2026-05-17 14:28:19.795489",""
"rf","done","2026-05-17 14:29:38.825776",""
"bart","done","2026-05-17 14:37:33.311547",""
"xgboost","done","2026-05-17 14:39:20.95255",""
"super","done","2026-05-17 14:59:00.325229",""
"correct_model","done","2026-05-17 14:59:26.606113",""
