"method","status","timestamp","error"
"unadj","done","2026-05-18 17:37:18.997991",""
"lm","done","2026-05-18 17:37:42.718725",""
"lm_interact","done","2026-05-18 17:38:06.046088",""
"rf","done","2026-05-18 17:38:42.399879",""
"bart","done","2026-05-18 17:41:38.192512",""
"xgboost","done","2026-05-18 17:44:11.670537",""
"super","done","2026-05-18 18:03:46.35689",""
"correct_model","done","2026-05-18 18:04:10.938739",""
