"replicate","Estimator","Procedure","ModelSpec","n_obs","estimate","bias","eif_var","eif_se","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","se_method","replicate_time_sec","covered_mc_mean_95"
154,"unadj","two_stage","m1",631,69.4366736562902,19.4366736562902,NA,NA,7.79193435167731,-0.325286079796768,69.761959736087,54.1647629571022,84.7085843554782,54.490049036899,85.0338704352749,0,0,1,1,0.0913617610931396,"bootstrap",0.091822624206543,NA
155,"unadj","two_stage","m1",612,52.5764367126641,2.5764367126641,NA,NA,6.62400227704847,0.605080764844296,51.9713559478198,39.5936308161378,65.5592426091904,38.9885500512935,64.9541618443461,1,1,0,1,0.0912740230560303,"bootstrap",0.0917484760284424,NA
156,"unadj","two_stage","m1",615,54.9439499692576,4.94394996925757,NA,NA,7.51452949575401,-0.389606593497831,55.3335565627554,40.2157427968158,69.6721571416994,40.6053493903136,70.0617637351972,1,1,0,1,0.0895733833312988,"bootstrap",0.0900311470031738,NA
157,"unadj","two_stage","m1",622,61.8341613951551,11.8341613951551,NA,NA,7.06909403968293,-0.399543669885169,62.2337050650403,47.9789916740499,75.6893311162604,48.378535343935,76.0888747861456,1,1,0,1,0.0913949012756348,"bootstrap",0.091853141784668,NA
158,"unadj","two_stage","m1",588,60.267406242425,10.267406242425,NA,NA,8.13860460888182,0.046902316648108,60.2205039257768,44.3160343246049,76.218778160245,44.2691320079568,76.1718758435969,1,1,0,1,0.0908479690551758,"bootstrap",0.0913081169128418,NA
159,"unadj","two_stage","m1",616,62.7327091487352,12.7327091487352,NA,NA,7.66702689521698,-0.219641238021083,62.9523503867563,47.70561256561,77.7598057318604,47.9252538036311,77.9794469698815,1,1,0,1,0.0923709869384766,"bootstrap",0.0928566455841064,NA
160,"unadj","two_stage","m1",601,63.6350637559244,13.6350637559244,NA,NA,7.29356122308213,-0.102702406632936,63.7377661625574,49.3399464396456,77.9301810722033,49.4426488462785,78.0328834788363,1,1,0,1,0.091005802154541,"bootstrap",0.0914721488952637,NA
161,"unadj","two_stage","m1",579,69.8912477940033,19.8912477940033,NA,NA,7.5277116815273,0.886615065708781,69.0046327282945,55.1372040122083,84.6452915757982,54.2505889464995,83.7586765100895,0,0,1,1,0.0917966365814209,"bootstrap",0.092289924621582,NA
162,"unadj","two_stage","m1",559,52.8681077107485,2.86810771074855,NA,NA,8.05147408468243,-0.59042271276649,53.458530423515,37.0875084823134,68.6487069391837,37.6779311950799,69.2391296519502,1,1,0,1,0.0919396877288818,"bootstrap",0.0924458503723145,NA
163,"unadj","two_stage","m1",617,70.0470470453768,20.0470470453768,NA,NA,8.15205581659288,0.0310049241803938,70.0160421211964,54.0693112448945,86.0247828458591,54.0383063207142,85.9937779216787,0,0,1,1,0.092339038848877,"bootstrap",0.092806339263916,NA
