"replicate","Estimator","Procedure","ModelSpec","n_obs","estimate","bias","eif_var","eif_se","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","se_method","replicate_time_sec","covered_mc_mean_95"
15,"rf","two_stage","m1",601,48.9800358117105,-1.01996418828953,NA,NA,5.8745828027853,-4.91273543740306,53.8927712491135,37.4660650940529,60.494006529368,42.378800531456,65.4067419667711,1,1,0,1,46.2070636749268,"bootstrap",46.6898331642151,NA
16,"rf","two_stage","m1",611,64.2342262796066,14.2342262796066,NA,NA,8.29196327417229,-5.572699954339,69.8069262339456,47.9822769011001,80.4861756581131,53.5549768554391,86.0588756124521,1,0,0,1,46.6980612277985,"bootstrap",47.1797709465027,NA
17,"rf","two_stage","m1",618,62.6404877710556,12.6404877710556,NA,NA,6.89095550808849,-7.12167177132954,69.7621595423852,49.1344631561343,76.146512385977,56.2561349274638,83.2681841573065,1,0,0,1,47.1890549659729,"bootstrap",47.695253610611,NA
18,"rf","two_stage","m1",615,69.1732417543189,19.1732417543189,NA,NA,7.74439566251372,-8.29448068583854,77.4677224401574,53.9945051737638,84.351978334874,62.2889858596024,92.6464590207125,0,0,1,1,46.7503831386566,"bootstrap",47.2471632957458,NA
19,"rf","two_stage","m1",611,47.4235302133169,-2.57646978668315,NA,NA,6.95167828359467,-3.27711698427773,50.7006471975946,33.7984911453621,61.0485692812716,37.0756081296398,64.3256862655494,1,1,0,1,46.7114546298981,"bootstrap",47.1984055042267,NA
20,"rf","two_stage","m1",613,54.9079912380211,4.90799123802108,NA,NA,6.34070787052717,-4.33438946024084,59.2423806982619,42.4804321752982,67.335550300744,46.814821635539,71.6699397609848,1,1,0,1,47.0415952205658,"bootstrap",47.5373244285583,NA
21,"rf","two_stage","m1",631,49.016247306362,-0.983752693637982,NA,NA,6.58608028168767,-6.26668686926946,55.2829341756315,36.1077671549648,61.9247274577593,42.3744540242342,68.1914143270287,1,1,0,1,48.1984856128693,"bootstrap",48.7258515357971,NA
22,"rf","two_stage","m1",574,51.9375267616619,1.93752676166191,NA,NA,7.8346586444213,-6.97488569075072,58.9124124524126,36.5818779874308,67.2931755358931,43.5567636781815,74.2680612266438,1,1,0,1,45.1051394939423,"bootstrap",45.5702579021454,NA
23,"rf","two_stage","m1",593,54.8611503184615,4.86115031846155,NA,NA,6.50655341555848,-6.05935277243842,60.9205030909,42.1085399604809,67.6137606764422,48.1678927329193,73.6731134488807,1,1,0,1,45.8863580226898,"bootstrap",46.3691234588623,NA
24,"rf","two_stage","m1",595,43.9712081640602,-6.02879183593978,NA,NA,6.2891163096398,-6.44204357317233,50.4132517372325,31.6447667025828,56.2976496255377,38.0868102757551,62.73969319871,1,1,0,1,46.4055609703064,"bootstrap",46.9052126407623,NA
25,"rf","two_stage","m1",617,42.0238500216071,-7.97614997839293,NA,NA,7.19293872327957,-5.71411798363278,47.7379680052398,27.9259491809756,56.1217508622385,33.6400671646084,61.8358688458713,1,1,0,1,47.1047513484955,"bootstrap",47.5914483070374,NA
