"method","status","timestamp","error"
"unadj","done","2026-05-17 10:07:48.964228",""
"lm","done","2026-05-17 10:08:15.255328",""
"lm_interact","done","2026-05-17 10:08:40.322953",""
"rf","done","2026-05-17 10:09:10.807838",""
"bart","done","2026-05-17 10:10:57.602973",""
"xgboost","done","2026-05-17 10:12:42.220173",""
"super","done","2026-05-17 10:25:37.057995",""
"correct_model","done","2026-05-17 10:26:04.303548",""
