"method","status","timestamp","error"
"unadj","done","2026-05-18 15:14:09.124244",NA
"lm","done","2026-05-18 15:14:41.363066",NA
"lm_interact","done","2026-05-18 15:15:09.621727",NA
"rf","done","2026-05-18 15:15:54.479391",NA
"bart","done","2026-05-18 15:19:39.338559",NA
"xgboost","done","2026-05-18 15:21:54.021132",NA
"super","done","2026-05-18 15:40:16.51886",NA
"correct_model","done","2026-05-18 17:36:56.960252",""
