"n","target_r2","achieved_r2_raw","ss","setting","Estimator","Procedure","ModelSpec","mean_estimate","mean_bias","mean_n_obs","sd_estimate","std_bias"
1000,0.4,0.400000000000003,47.4198108708167,"setting_one","bart","single_stage","m2",49.6057542659835,-0.394245734016455,499.391,5.06311218738824,-0.0778662844956281
1000,0.4,0.400000000000003,47.4198108708167,"setting_one","correct_model","single_stage","m2",49.8207405371884,-0.179259462811562,499.391,4.33775898224125,-0.0413253625997777
1000,0.4,0.400000000000003,47.4198108708167,"setting_one","lm","single_stage","m2",49.940148591398,-0.0598514086020301,499.391,5.02910008522095,-0.011901017595159
1000,0.4,0.400000000000003,47.4198108708167,"setting_one","lm_interact","single_stage","m2",49.9045017552732,-0.0954982447267832,499.391,5.09006512104178,-0.018761694095426
1000,0.4,0.400000000000003,47.4198108708167,"setting_one","rf","single_stage","m2",47.768949301891,-2.23105069810904,499.391,5.4324609146649,-0.410688771287121
1000,0.4,0.400000000000003,47.4198108708167,"setting_one","super","single_stage","m2",49.609890616304,-0.390109383695966,499.391,5.06149214318961,-0.07707398780039
1000,0.4,0.400000000000003,47.4198108708167,"setting_one","unadj","single_stage","m2",49.9901841218404,-0.00981587815958195,499.391,5.34279500822232,-0.00183721781286307
1000,0.4,0.400000000000003,47.4198108708167,"setting_one","xgboost","single_stage","m2",48.7187062278312,-1.28129377216881,499.391,5.70079648638322,-0.224756974789274
