"method","status","timestamp","error"
"unadj","done","2026-05-17 16:25:29.146335",""
"lm","done","2026-05-17 16:25:55.833872",""
"lm_interact","done","2026-05-17 16:26:22.528399",""
"rf","done","2026-05-17 16:26:59.663496",""
"bart","done","2026-05-17 16:29:57.20561",""
"xgboost","done","2026-05-17 16:31:41.679043",""
"super","done","2026-05-17 16:45:41.165742",""
"correct_model","done","2026-05-17 16:46:07.299189",""
