"method","status","timestamp","error"
"unadj","done","2026-05-17 19:19:40.459522",NA
"lm","done","2026-05-17 19:20:08.158114",NA
"lm_interact","done","2026-05-17 19:20:37.17428",NA
"rf","done","2026-05-17 19:23:36.64801",NA
"bart","done","2026-05-17 19:41:24.703461",NA
"xgboost","done","2026-05-17 19:43:12.445077",NA
"super","done","2026-05-17 20:13:49.17908",NA
"correct_model","done","2026-05-17 20:42:37.347029",""
