"method","status","timestamp","error"
"unadj","done","2026-05-17 10:26:29.110466",NA
"lm","done","2026-05-17 10:26:55.641906",NA
"lm_interact","done","2026-05-17 10:27:20.482299",NA
"rf","done","2026-05-17 12:25:31.901061",""
"bart","done","2026-05-17 12:26:51.130717",""
"xgboost","done","2026-05-17 12:29:01.478252",""
"super","done","2026-05-17 12:44:15.1093",""
"correct_model","done","2026-05-17 12:44:38.042367",""
