"replicate","Estimator","Procedure","ModelSpec","n_obs","estimate","bias","eif_var","eif_se","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","replicate_time_sec","covered_mc_mean_95"
1,"super","tmle","m1",597,50.5279614039967,0.52796140399672,1882.3653951874,1.37199321980373,NA,NA,NA,47.8389041061483,53.2170187018452,NA,NA,1,NA,0,1,NA,17.2421183586121,NA
2,"super","tmle","m1",622,50.5454779376075,0.545477937607529,2338.71341958984,1.52928526429501,NA,NA,NA,47.5481338975015,53.5428219777136,NA,NA,1,NA,0,1,NA,18.343897819519,NA
3,"super","tmle","m1",609,51.9479980284138,1.9479980284138,3649.60652022785,1.91039433631589,NA,NA,NA,48.2036939329654,55.6923021238622,NA,NA,1,NA,0,1,NA,18.7852699756622,NA
4,"super","tmle","m1",634,52.2186234142311,2.2186234142311,1934.15871161085,1.39074034658194,NA,NA,NA,49.4928224230837,54.9444244053784,NA,NA,1,NA,0,1,NA,18.1210172176361,NA
5,"super","tmle","m1",599,47.9281269953411,-2.07187300465891,1996.54149528966,1.41299026723104,NA,NA,NA,45.1587169610626,50.6975370296196,NA,NA,1,NA,0,1,NA,18.6275117397308,NA
6,"super","tmle","m1",608,49.3994736522512,-0.600526347748804,3188.10152866907,1.78552556091171,NA,NA,NA,45.8999078593886,52.8990394451138,NA,NA,1,NA,0,1,NA,19.2297396659851,NA
7,"super","tmle","m1",593,48.5632612702551,-1.43673872974487,1809.68889161442,1.34524677721763,NA,NA,NA,45.92662603659,51.1998965039203,NA,NA,1,NA,0,1,NA,19.5341742038727,NA
8,"super","tmle","m1",587,49.2544343647277,-0.745565635272293,5508.76625113661,2.34707610680536,NA,NA,NA,44.6542497264147,53.8546190030407,NA,NA,1,NA,0,1,NA,18.552841424942,NA
9,"super","tmle","m1",597,50.8714031079093,0.871403107909316,4405.95714832853,2.09903719555622,NA,NA,NA,46.7573658024092,54.9854404134095,NA,NA,1,NA,0,1,NA,18.8145496845245,NA
10,"super","tmle","m1",591,50.5773308482005,0.577330848200518,66888.1626714526,8.1785183665168,NA,NA,NA,34.5477294029283,66.6069322934728,NA,NA,1,NA,0,1,NA,18.1106321811676,NA
11,"super","tmle","m1",639,51.2220185711599,1.22201857115985,2489.67471022962,1.57787030843147,NA,NA,NA,48.1294495943591,54.3145875479606,NA,NA,1,NA,0,1,NA,19.0793595314026,NA
12,"super","tmle","m1",610,49.9689721649953,-0.0310278350047284,2322.36029895464,1.52392923029734,NA,NA,NA,46.9821257586246,52.9558185713659,NA,NA,1,NA,0,1,NA,18.1639566421509,NA
13,"super","tmle","m1",601,52.7496256628195,2.74962566281948,1513.73825479222,1.23034070679313,NA,NA,NA,50.3382021887914,55.1610491368476,NA,NA,0,NA,1,1,NA,18.5634896755219,NA
14,"super","tmle","m1",602,51.0649366426406,1.06493664264057,3341.52296706774,1.82798330601451,NA,NA,NA,47.4821551985117,54.6477180867695,NA,NA,1,NA,0,1,NA,18.1821415424347,NA
15,"super","tmle","m1",592,48.0719330206244,-1.92806697937558,2291.37976784543,1.51373041452084,NA,NA,NA,45.1050759258607,51.0387901153882,NA,NA,1,NA,0,1,NA,18.2309536933899,NA
16,"super","tmle","m1",594,50.2020442765759,0.202044276575862,1644.23803483923,1.28227845448609,NA,NA,NA,47.6888246876314,52.7152638655203,NA,NA,1,NA,0,1,NA,17.8725073337555,NA
17,"super","tmle","m1",614,53.7656377503173,3.76563775031732,2084.64142054675,1.44382873657049,NA,NA,NA,50.9357854267952,56.5954900738394,NA,NA,0,NA,1,1,NA,18.3422181606293,NA
18,"super","tmle","m1",595,50.1959493242743,0.195949324274274,2117.90331861479,1.45530179640334,NA,NA,NA,47.3436102166873,53.0482884318613,NA,NA,1,NA,0,1,NA,18.9438879489899,NA
19,"super","tmle","m1",614,52.3350319434243,2.33503194342428,2731.14661994746,1.65261811074049,NA,NA,NA,49.0959599661743,55.5741039206743,NA,NA,1,NA,0,1,NA,18.6618299484253,NA
20,"super","tmle","m1",640,49.1711772648376,-0.82882273516244,1891.56007633842,1.37533998572659,NA,NA,NA,46.4755604263156,51.8667941033595,NA,NA,1,NA,0,1,NA,18.7154633998871,NA
21,"super","tmle","m1",595,49.8454794856992,-0.154520514300771,1930.71726930027,1.38950252583443,NA,NA,NA,47.1221045786363,52.5688543927621,NA,NA,1,NA,0,1,NA,17.6145396232605,NA
22,"super","tmle","m1",613,51.7462920659715,1.74629206597148,2053.59196422642,1.43303592565798,NA,NA,NA,48.9375932631298,54.5549908688131,NA,NA,1,NA,0,1,NA,18.370525598526,NA
