"method","status","timestamp","error"
"unadj","done","2026-05-17 14:59:54.262597",""
"lm","done","2026-05-17 15:00:22.517246",""
"lm_interact","done","2026-05-17 15:00:47.88015",""
"rf","done","2026-05-17 15:02:03.319742",""
"bart","done","2026-05-17 15:09:57.741765",""
"xgboost","done","2026-05-17 15:11:43.641364",""
"super","done","2026-05-17 15:31:17.210999",""
"correct_model","done","2026-05-17 15:31:45.059201",""
